dataset_type,value
original,1460235
original,1458316
original,1427197
original,4128784
original,7139580
original,4932048
original,6768419
original,3861460
original,7102983
original,3053380
original,311385
original,6918863
original,7916323
original,3607323
original,6514524
original,6257838
original,9322084
original,6415261
original,809359
original,2201580
original,1494139
original,5473660
original,3009828
original,4152092
original,69518
original,176355
original,8508851
original,5201682
original,6042060
original,7230057
original,6687764
original,3199039
original,2776374
original,6683635
original,2318620
original,3487379
original,7300259
original,6295425
original,9472917
original,2429151
original,41743
original,8559556
original,5521452
original,6850322
original,7950806
original,8890401
original,8714892
original,1830314
original,3777341
original,8657116
original,4585315
original,5898931
original,4976563
original,1770403
original,4371272
original,7568370
original,4929426
original,9665093
original,506995
original,2185454
original,6262094
original,7928248
original,2072723
original,5227528
original,565635
original,527409
original,9989636
original,287635
original,583510
original,4722340
original,4778972
original,6335787
original,1693481
original,3061342
original,600198
original,397891
original,3081362
original,4694505
original,3647965
original,1041566
original,5081502
original,1619282
original,3434078
original,9459521
original,3297466
original,4441971
original,4850825
original,7323777
original,6805697
original,9275707
original,5595095
original,7438096
original,3053407
original,1417231
original,9919789
original,407974
original,3604724
original,6818922
original,6847575
original,1151882
original,6456182
original,8118612
original,9332739
original,6999366
original,2471321
original,700270
original,8479025
original,4622942
original,9449168
original,192458
original,4718912
original,3896937
original,9797399
original,5497963
original,4102553
original,8434858
original,9739458
original,475147
original,3017193
original,2112368
original,6818753
original,876336
original,6436737
original,4898107
original,5782197
original,4071867
original,7110953
original,1418060
original,4228087
original,4228456
original,4639022
original,5796260
original,8537333
original,8879823
original,5997804
original,2268693
original,3924152
original,7688659
original,9296625
original,8710506
original,685338
original,3502415
original,6334625
original,8443353
original,1683032
original,5232651
original,5954632
original,2118219
original,2148185
original,8433864
original,7037449
original,8890872
original,3346145
original,9328303
original,2183955
original,9640998
original,479809
original,2650432
original,4175282
original,5455483
original,6864547
original,1767413
original,2573697
original,3600952
original,1971277
original,5546510
original,9333348
original,7896403
original,6097020
original,5354342
original,1196311
original,142157
original,4788109
original,1462603
original,9663637
original,136645
original,1652131
original,1186837
original,8730829
original,9568188
original,7845219
original,53687
original,2490272
original,6843308
original,5173395
original,2629137
original,4776415
original,7208387
original,6892180
original,3861607
original,4124390
original,2656222
original,9515717
original,4434315
original,1553744
original,4266988
original,5693014
original,8121485
original,5459501
original,7575327
original,4013582
original,2872875
original,1841646
original,5800545
original,7970564
original,8038508
original,1596246
original,8194253
original,4428622
original,2469930
original,131936
original,8226036
original,5152030
original,4842256
original,2469970
original,5062581
original,9685181
original,5312470
original,2578682
original,1504900
original,8580504
original,5283422
original,4607765
original,9471937
original,7157676
original,2380612
original,8622587
original,8666712
original,5219574
original,5569451
original,4791882
original,6862758
original,995893
original,2670492
original,7354421
original,2977299
original,2934317
original,4537454
original,8151168
original,1546064
original,3240641
original,2715548
original,779091
original,1706930
original,5967520
original,964795
original,1578458
original,8658123
original,5981804
original,7583491
original,671986
original,8526508
original,7845772
original,9672891
original,8048056
original,6989875
original,9891669
original,8901674
original,4008146
original,2361331
original,1158343
original,541529
original,4348530
original,8283161
original,5156758
original,2153548
original,9929627
original,8507528
original,406547
original,1657583
original,63014
original,6477006
original,5910494
original,1235382
original,5228298
original,4532889
original,8745386
original,9686290
original,7775679
original,3132293
original,9929645
original,4032371
original,2602352
original,1531817
original,6767835
original,2015074
original,5715175
original,7745863
original,4720058
original,6619511
original,1802502
original,1462538
original,6379878
original,5745980
original,2026819
original,5209995
original,3934053
original,7632749
original,5864075
original,732722
original,5080692
original,6025261
original,8245044
original,9589455
original,9422712
original,3875416
original,5038460
original,9604661
original,7317619
original,6038602
original,4101599
original,1390598
original,4546925
original,9120266
original,4879797
original,3775702
original,4090284
original,6770161
original,6898410
original,2455918
original,8053048
original,8093212
original,8699043
original,8547085
original,7588173
original,7955229
original,7110928
original,3730370
original,3688173
original,9735260
original,6705836
original,8009806
original,1980407
original,6143192
original,3277746
original,801125
original,2386537
original,2998778
original,2693695
original,1768693
original,9698623
original,5254230
original,3856600
original,101894
original,1408277
original,6188753
original,9993200
original,3567945
original,3666569
original,3229112
original,1048966
original,7820783
original,7875889
original,4216794
original,9220915
original,2089632
original,7834112
original,4799412
original,7729578
original,312579
original,6807040
original,6355421
original,1563825
original,3518920
original,4028604
original,7433980
original,1524631
original,9580498
original,5224369
original,4961914
original,7595853
original,7650961
original,906395
original,1944606
original,8288515
original,4805028
original,970278
original,8884527
original,5271513
original,5005231
original,2948134
original,1347203
original,6666781
original,8855197
original,1187018
original,5097579
original,7411979
original,2267357
original,1799971
original,9532945
original,9813081
original,573881
original,9407062
original,6296665
original,5893868
original,7609387
original,5252807
original,3878551
original,3301394
original,2827364
original,3354513
original,1613560
original,2293673
original,3475488
original,3020745
original,4644068
original,3302923
original,5643893
original,3195741
original,8605094
original,8815496
original,835988
original,5104459
original,8103670
original,550428
original,2089706
original,4305665
original,2889190
original,8785780
original,9003281
original,7751938
original,7660678
original,255658
original,9879249
original,1730283
original,9142693
original,6395300
original,5029792
original,6389690
original,6766174
original,751993
original,9114179
original,828282
original,8860369
original,6615920
original,7313367
original,7359659
original,7663998
original,5465513
original,317942
original,3894456
original,337462
original,5609210
original,3928207
original,8810381
original,2430630
original,4563167
original,7463131
original,2795126
original,7614896
original,5562632
original,6398905
original,5345708
original,4266399
original,2727364
original,8476201
original,9079860
original,5582266
original,902473
original,126202
original,8507150
original,1417158
original,1835932
original,2672762
original,3716434
original,455433
original,8478748
original,1515554
original,1584645
original,9835915
original,3230786
original,4676103
original,3416403
original,7639214
original,7690115
original,3621420
original,3943439
original,1251661
original,1114100
original,7816184
original,1509390
original,2007878
original,4712037
original,8704225
original,7228840
original,1804053
original,9481623
original,6281328
original,4470756
original,8480171
original,9734409
original,2827754
original,9971309
original,4953799
original,8239115
original,8351184
original,9406105
original,3739469
original,8642979
original,2199318
original,5257386
original,3094510
original,9550788
original,420888
original,8295953
original,9751741
original,5570090
original,190285
original,3196699
original,2211130
original,1207739
original,8176958
original,3128411
original,5130418
original,2716826
original,1488543
original,5853294
original,5929191
original,2702303
original,2437587
original,6417115
original,5587757
original,1111288
original,3298273
original,7316359
original,8992719
original,9541399
original,6323686
original,9136556
original,6594244
original,831635
original,1467217
original,2744686
original,3230545
original,7578689
original,7557065
original,231414
original,2402110
original,1643083
original,9799416
original,5050058
original,21650
original,1404962
original,3023846
original,2913293
original,8594859
original,6825687
original,3844328
original,7779008
original,6020010
original,7121782
original,5172886
original,4513207
original,9805301
original,9283409
original,8050763
original,1724854
original,8771419
original,4695995
original,1008314
original,4408608
original,2493330
original,6730419
original,6605949
original,4396208
original,711716
original,2767257
original,7542242
original,7359055
original,1699660
original,6110845
original,345430
original,9217019
original,1857845
original,2505365
original,6312379
original,8135340
original,847405
original,233462
original,6342869
original,2986068
original,1968921
original,3401447
original,5515328
original,8798834
original,5369919
original,1764694
original,6471530
original,1807254
original,5002828
original,131562
original,9440913
original,5904214
original,6933966
original,5590240
original,8358827
original,360306
original,7565991
original,2724274
original,1594502
original,1488303
original,5982547
original,518490
original,4229228
original,9649976
original,1903124
original,2792537
original,6254887
original,3147887
original,6864684
original,1587542
original,3862163
original,7745269
original,4856436
original,7056784
original,8543144
original,6234408
original,624773
original,7581002
original,2017528
original,1678332
original,1002021
original,6292357
original,2185132
original,9806922
original,292007
original,9913568
original,6778519
original,2928785
original,9758579
original,4791164
original,1612119
original,7927532
original,8776381
original,6277120
original,4216803
original,9015448
original,9835003
original,2583677
original,9260513
original,143704
original,8454364
original,6731666
original,9755672
original,7891784
original,7775872
original,4714386
original,2396640
original,6375247
original,6994791
original,3278262
original,8246673
original,7421473
original,1916796
original,1286188
original,8822405
original,3085945
original,4168773
original,9189215
original,6637034
original,7948838
original,1784094
original,239608
original,3662097
original,8737723
original,8054515
original,4297084
original,9205774
original,3146243
original,4042942
original,853159
original,3898888
original,895596
original,7648392
original,2431129
original,1600720
original,2605327
original,3219598
original,6184546
original,6387958
original,8979219
original,8817164
original,3675049
original,6626924
original,6045001
original,5876924
original,8868958
original,496232
original,3634183
original,7602242
original,2628973
original,3912669
original,9815156
original,3991818
original,8164962
original,3779044
original,6041084
original,5070121
original,250231
original,9450124
original,4735524
original,3372105
original,6741499
original,978935
original,5267528
original,9419059
original,2130118
original,420993
original,3401461
original,2260791
original,8634939
original,4601318
original,7274324
original,4080790
original,2752690
original,1003510
original,1071192
original,3415473
original,1860371
original,7778512
original,1571480
original,3615590
original,2360901
original,7238225
original,2952053
original,3291987
original,7541714
original,9179279
original,4263272
original,8973326
original,5492952
original,6297042
original,4052579
original,7200262
original,9158173
original,3884175
original,7725166
original,7689205
original,1609425
original,2303707
original,9928271
original,998899
original,5462610
original,2098729
original,7237310
original,1820844
original,951302
original,7568538
original,1120803
original,9293720
original,7139845
original,7587973
original,150653
original,2488144
original,5962413
original,5127319
original,3483978
original,5942654
original,5839741
original,5088539
original,6935426
original,5780554
original,8774821
original,5297340
original,2496589
original,416690
original,9552559
original,2996244
original,9266359
original,5359462
original,7838941
original,9311034
original,678066
original,1877779
original,1625199
original,1801951
original,8441557
original,9397868
original,8228736
original,789148
original,8340791
original,9904117
original,9941699
original,8372602
original,7008642
original,3821301
original,1308166
original,6192357
original,9511878
original,2511019
original,1330728
original,1029242
original,2167626
original,3708201
original,8738676
original,7283377
original,7017955
original,2738384
original,404911
original,2508164
original,3319343
original,6174943
original,1169070
original,171277
original,7351548
original,1361212
original,5880926
original,1603344
original,6562865
original,6929909
original,8113649
original,1381710
original,2591822
original,2057797
original,9190426
original,4415239
original,3101373
original,2800174
original,873420
original,6002024
original,8881111
original,4412903
original,2565820
original,5834611
original,5534448
original,6332961
original,8369597
original,7442510
original,7402731
original,944461
original,1467256
original,4349025
original,7112646
original,4330972
original,8667126
original,6934430
original,3411647
original,7725976
original,7098917
original,2705421
original,9752967
original,9551194
original,5798273
original,8795492
original,8535640
original,6942263
original,4652124
original,1362516
original,2375100
original,5227541
original,1718562
original,2256356
original,7215409
original,1329785
original,7179391
original,4299376
original,2761642
original,4283664
original,9080961
original,4881539
original,4964948
original,2758566
original,2328033
original,1155933
original,9878917
original,8175576
original,7166276
original,7691332
original,7059903
original,5441039
original,6077234
original,194152
original,1928356
original,4797927
original,9201352
original,3119812
original,3800760
original,975112
original,4033123
original,5414229
original,555839
original,614101
original,449813
original,8227489
original,5147501
original,5121632
original,5896721
original,551238
original,5895038
original,3643488
original,8388823
original,2895107
original,5049425
original,7907386
original,1017375
original,272544
original,534633
original,5276776
original,1863907
original,9203269
original,9704911
original,9311009
original,1120113
original,4592087
original,5093388
original,6960145
original,6015948
original,3479664
original,4645289
original,8893518
original,9011698
original,2029341
original,3017465
original,2402114
original,1769617
original,2848039
original,9026117
original,5369337
original,880432
original,8855603
original,6227740
original,7857997
original,7140782
original,4884299
original,3939625
original,1629618
original,3374775
original,5983359
original,7694867
original,9631130
original,2568101
original,9354933
original,1297776
original,7646638
original,5697478
original,3702590
original,9872310
original,5447483
original,8018205
original,4928476
original,3886613
original,4010442
original,3304860
original,8722856
original,8096297
original,5720673
original,661440
original,1193502
original,7014511
original,8022417
original,3329782
original,6856825
original,5116176
original,9143589
original,381325
original,9202134
original,963544
original,2426062
original,8209517
original,7495095
original,6030613
original,8994359
original,8862264
original,958379
original,5268961
original,4027187
original,5888852
original,7138780
original,6326981
original,6464
original,9978034
original,3725530
original,1161140
original,9807375
original,3613163
original,6485671
original,5790233
original,265039
original,9780187
original,2076259
original,5161545
original,9449146
original,6324758
original,1396102
original,4011
original,1964724
original,8821549
original,2708685
original,6814285
original,603151
original,7372801
original,7364732
original,8111184
original,7285387
original,5102367
original,4500328
original,4308307
original,4444910
original,731636
original,6481093
original,686290
original,7553925
original,3216662
original,6871574
original,2364825
original,2180139
original,3719194
original,3283737
original,1432672
original,564174
original,1622563
original,5857846
original,6841023
original,2465596
original,7718454
original,4405113
original,1413967
original,3387990
original,5066447
original,7718221
original,6856604
original,2619222
original,1935772
original,6398497
original,4568672
original,2422952
original,3222018
original,7396665
original,1861663
original,5363998
original,9440298
original,49768
original,5167373
original,2263557
original,2100326
original,8506377
original,297542
original,2526297
original,5628573
original,8091363
original,4961172
original,928864
original,5908553
original,6508526
original,8140594
original,9320383
original,2466511
original,3295784
original,6435389
original,7422235
original,4134608
original,7532351
original,1248749
original,676337
original,2023553
original,2096419
original,7166065
original,3742918
original,544344
original,1187030
original,9492923
original,8208149
original,8437247
original,6730713
original,8985290
original,4524105
original,1880164
original,4376751
original,4869236
original,380069
original,110957
original,4734071
original,4313696
original,4854487
original,2877668
original,5444408
original,9194625
original,9250109
original,1195344
original,9073936
original,6606964
original,416561
original,4245871
original,8324436
original,7156406
original,4801436
original,6931344
original,624913
original,9909801
original,9306607
original,2928339
original,7373356
original,8783376
original,4245576
original,8637872
original,6979740
original,8625146
original,4709751
original,3609134
original,8542314
original,6630604
original,827150
original,7453659
original,1786852
original,6580470
original,7377426
original,5032793
original,5322675
original,8139480
original,42137
original,9830553
original,138925
original,2633819
original,5412319
original,3294900
original,375233
original,1957792
original,5028427
original,8612670
original,431978
original,3502646
original,3891865
original,5983943
original,4150579
original,9542499
original,9090822
original,6986595
original,1760143
original,8614295
original,5539004
original,2242365
original,2761856
original,2071088
original,2113048
original,29813
original,8079823
original,3211407
original,4860345
original,5971143
original,6501211
original,8662149
original,8296335
original,6646854
original,1615181
original,4034649
original,1350816
original,9158956
original,6767315
original,5101118
original,2821058
original,458819
original,1208060
original,5353369
original,444874
original,5685645
original,3928683
original,5001945
original,6922795
original,2054048
original,1063692
original,4738637
original,9332439
original,4230013
original,6072929
original,4051939
original,869953
original,3098056
original,713806
original,6999244
original,4193616
original,7084335
original,3439187
original,6423827
original,6674106
original,5216813
original,750774
original,3357963
original,7073575
original,924993
original,353791
original,1384525
original,3517778
original,7719585
original,116220
original,221421
original,8737925
original,4982732
original,9421077
original,9719987
original,3658997
original,6897012
original,1417191
original,3347526
original,3477983
original,8109074
original,689925
original,9435754
original,9591140
original,2681478
original,2993220
original,9148938
original,2932878
original,2830527
original,6173049
original,6814276
original,822564
original,8242184
original,5044316
original,5658565
original,3471888
original,8256327
original,7537812
original,2548600
original,4943114
original,5198245
original,1985404
original,7741986
original,6787702
original,2126861
original,3779337
original,2051723
original,6289189
original,1048939
original,4689133
original,4178465
original,8785064
original,5708297
original,898704
original,8563645
original,5243762
original,7753472
original,8231691
original,9418124
original,1696609
original,3569769
original,3609684
original,28885
original,4590723
original,2812753
original,4589764
original,3129985
original,1379339
original,2118736
original,8045409
original,819973
original,2650503
original,1118844
original,9817534
original,5701048
original,3894142
original,6462280
original,7042049
original,5638663
original,9846521
original,6226659
original,9635337
original,2781652
original,2091219
original,9376775
original,4217635
original,8836621
original,2286319
original,931253
original,1844053
original,542955
original,3307735
original,4791126
original,8761753
original,2053413
original,6685941
original,9074219
original,1657387
original,2791241
original,8037821
original,1220985
original,8734352
original,2604325
original,2761623
original,1676850
original,3783799
original,5709716
original,3886932
original,432184
original,9598333
original,2336806
original,7517201
original,2908087
original,658139
original,2970424
original,6592863
original,8234955
original,6608687
original,4105513
original,6215241
original,4317293
original,3061481
original,6053912
original,8688458
original,5604065
original,8429747
original,9160573
original,303446
original,3371484
original,1398558
original,9374271
original,2761158
original,1717479
original,1045716
original,3823873
original,2961937
original,3693793
original,6115762
original,2553589
original,6197649
original,1698413
original,137799
original,4960124
original,8570397
original,3817780
original,7895945
original,8151382
original,4170163
original,4628656
original,6144138
original,5882049
original,5688505
original,9190617
original,7687331
original,4306080
original,7073575
original,6805080
original,212803
original,2255913
original,8006546
original,6789329
original,4215645
original,6651154
original,9642937
original,2870581
original,7689935
original,7015232
original,8120459
original,5014049
original,6600500
original,78840
original,5408647
original,161297
original,1931375
original,4243460
original,2305433
original,5926069
original,4220242
original,6739202
original,2087001
original,2681722
original,3455673
original,7605502
original,8261195
original,1731530
original,5358699
original,6773329
original,8530508
original,5552612
original,7089109
original,6829313
original,6212695
original,9057483
original,4790287
original,253078
original,368893
original,3101883
original,5398856
original,715295
original,1878798
original,4000740
original,9381260
original,1054212
original,2358730
original,3485001
original,2080563
original,8672424
original,4715697
original,5243534
original,7669510
original,125851
original,2650527
original,4861282
original,794878
original,2053262
original,1937135
original,8186565
original,6449728
original,8614787
original,2072171
original,5460388
original,8381660
original,4544340
original,6112240
original,1200346
original,8873895
original,6214294
original,1760399
original,8684509
original,6136062
original,6347572
original,6435689
original,4143403
original,2203531
original,1069412
original,4415743
original,9623904
original,3303131
original,6266376
original,2953028
original,7490291
original,5385909
original,397595
original,6188343
original,3793092
original,1731041
original,7734125
original,6113100
original,3590511
original,2417209
original,526925
original,6757450
original,2925609
original,9145155
original,606752
original,1339462
original,6827575
original,7687268
original,6117682
original,7204425
original,5158570
original,4823416
original,5210766
original,1137317
original,7358862
original,5560068
original,2957532
original,2166354
original,299189
original,6508850
original,1559049
original,6136821
original,2374494
original,9244561
original,504655
original,236824
original,9456587
original,3149409
original,4548003
original,4025282
original,4166289
original,93246
original,5338744
original,8597494
original,2367713
original,9818216
original,4063068
original,2284798
original,1532337
original,783566
original,7596713
original,779105
original,7097065
original,9305600
original,220326
original,4513552
original,6637935
original,3522810
original,9835351
original,5480354
original,6575273
original,9289461
original,4447321
original,651824
original,2906405
original,5866645
original,8069552
original,4569146
original,2470856
original,3139782
original,1650224
original,1348055
original,9244391
original,5095670
original,2230653
original,584942
original,4563870
original,1420654
original,9112111
original,8355425
original,5869494
original,8737456
original,1481177
original,166991
original,4291256
original,3992942
original,4660110
original,9264666
original,5914063
original,8491485
original,7998883
original,7961813
original,6962544
original,5118805
original,1545329
original,3072753
original,391670
original,4626043
original,7627339
original,1350339
original,3734942
original,8429241
original,9645910
original,9440501
original,3850404
original,7792590
original,2821105
original,926109
original,7659564
original,5455249
original,708669
original,6318499
original,4227939
original,2307539
original,2596882
original,9395499
original,3947526
original,7433976
original,9116075
original,4650100
original,2998851
original,3661306
original,997057
original,3674153
original,4748584
original,7303398
original,2212292
original,4370297
original,3618313
original,1384410
original,8674708
original,7330395
original,2048880
original,2469606
original,3039316
original,1045533
original,1285844
original,4673584
original,9944840
original,787600
original,4501572
original,6961848
original,5557821
original,1485619
original,1838524
original,9588007
original,122026
original,5122194
original,9670115
original,735053
original,562167
original,8700349
original,1658800
original,9932579
original,1807737
original,3751531
original,7919710
original,3031301
original,144454
original,7681556
original,254043
original,4837502
original,4814647
original,5631213
original,4924374
original,1845733
original,5800629
original,7905435
original,4304388
original,9402999
original,7321105
original,473006
original,5584581
original,7149148
original,8462176
original,7256300
original,1197442
original,1199529
original,1790228
original,7052514
original,2323176
original,9617959
original,9350466
original,8860286
original,9818348
original,6017004
original,4208694
original,497619
original,218547
original,8940203
original,4421740
original,7364534
original,8353135
original,9811141
original,3858804
original,2325452
original,5212360
original,9782096
original,928252
original,8975681
original,600338
original,74231
original,6365062
original,5546686
original,3526185
original,4145466
original,2593050
original,3113534
original,3600957
original,6453859
original,9468740
original,8905808
original,5124524
original,4377987
original,3839973
original,1363864
original,7536324
original,9617611
original,5421251
original,7228119
original,1960220
original,3000264
original,9160899
original,3514674
original,9422487
original,3073961
original,8606776
original,148178
original,8446731
original,2208977
original,1217309
original,3370698
original,8344854
original,7315664
original,5132928
original,6874399
original,9103611
original,5860616
original,2275598
original,4892571
original,4491260
original,9224610
original,9750229
original,9559250
original,8779116
original,5948491
original,36160
original,19156
original,7416240
original,2570348
original,2562688
original,6964745
original,5474106
original,7795807
original,4914005
original,881809
original,4499311
original,9125805
original,6356895
original,3808282
original,645649
original,8601594
original,6125488
original,8418385
original,3402155
original,3827271
original,4614965
original,198110
original,4079430
original,8803235
original,3732517
original,3291066
original,7764461
original,8119550
original,8336562
original,4753954
original,6605188
original,9606541
original,1699547
original,4400131
original,6494374
original,7638483
original,8731032
original,9850267
original,2940107
original,2050241
original,4934349
original,1156245
original,4926622
original,158998
original,9011603
original,3762853
original,4050230
original,6184398
original,9664728
original,8206336
original,5170310
original,4461918
original,1808516
original,956011
original,3657905
original,3761509
original,9181563
original,9655179
original,4110993
original,8681921
original,9991133
original,1717355
original,5048336
original,6848829
original,4900318
original,9836530
original,7970043
original,8521722
original,4685942
original,6849221
original,9072684
original,5583161
original,3968178
original,139133
original,3809697
original,7637547
original,9851205
original,270001
original,4617631
original,1399298
original,4147413
original,5857109
original,782409
original,7876146
original,713391
original,5755536
original,337164
original,7869815
original,2763779
original,2858214
original,2234967
original,2020880
original,6919219
original,4243780
original,3893193
original,5681868
original,1255959
original,2113687
original,6620090
original,1619426
original,7005351
original,7570095
original,2138421
original,5023198
original,9309239
original,8673899
original,1649959
original,7059916
original,2188077
original,4784973
original,3769484
original,1290906
original,1435367
original,8312048
original,9929058
original,3246849
original,8654584
original,1605196
original,5387059
original,1045851
original,8466602
original,2664921
original,1434730
original,4071650
original,4354489
original,1958615
original,6502483
original,978534
original,7701516
original,9284276
original,1318155
original,984588
original,4449399
original,4002761
original,481632
original,9698360
original,7723047
original,6541173
original,7998799
original,5275820
original,8918562
original,7639298
original,7496196
original,5104138
original,9800518
original,9799796
original,26505
original,1650375
original,212204
original,7050305
original,8916776
original,973215
original,567827
original,8325857
original,1267633
original,3684815
original,2026182
original,4638246
original,8437392
original,8377900
original,2210186
original,2531196
original,3200090
original,53997
original,4375717
original,5607423
original,9189589
original,2940504
original,4934990
original,9850716
original,8057907
original,5721877
original,8959601
original,5856494
original,7760004
original,9639077
original,6102493
original,2593449
original,9977466
original,1018543
original,8773713
original,6774870
original,7104527
original,4227234
original,1121889
original,9137819
original,3258881
original,3631453
original,6524367
original,5338938
original,2185028
original,4803958
original,8926299
original,3487924
original,772838
original,261420
original,477843
original,4529943
original,4552538
original,1825260
original,4775833
original,4187694
original,9601588
original,3099834
original,9644581
original,6771158
original,3564507
original,4299489
original,3182132
original,3440863
original,7986322
original,6637448
original,7135580
original,4802738
original,6779651
original,7871490
original,144375
original,7673919
original,5713948
original,4229491
original,8060426
original,5183584
original,9045861
original,5911993
original,3183818
original,1518560
original,1894420
original,7069222
original,7658206
original,541797
original,9080897
original,8305827
original,6557642
original,5436526
original,7639377
original,1796218
original,552226
original,7514782
original,5098907
original,8649318
original,9669504
original,7139608
original,7707690
original,7003621
original,3803074
original,7416510
original,9326801
original,7467133
original,9794027
original,9931711
original,3507145
original,1778244
original,4782337
original,1180859
original,6733214
original,1980425
original,7441521
original,8077813
original,7694420
original,9850350
original,2941616
original,2474370
original,5604297
original,7105924
original,2078937
original,8915948
original,1355097
original,2055397
original,9636094
original,1079037
original,4151951
original,3155200
original,855695
original,112036
original,3831854
original,889694
original,590348
original,9760054
original,7695082
original,9297729
original,4066981
original,4467801
original,2183525
original,693464
original,9107338
original,1577415
original,4262663
original,3593824
original,4668223
original,8036837
original,1358356
original,1515719
original,4141426
original,9204725
original,837566
original,6642516
original,9545151
original,8483063
original,8123155
original,9898247
original,1223981
original,2336798
original,2158344
original,6483214
original,835165
original,1734428
original,3822069
original,3144787
original,8346988
original,2812789
original,9942357
original,7992726
original,8844712
original,2166503
original,8045391
original,8622693
original,9146779
original,498095
original,9556340
original,9879032
original,8410184
original,3330263
original,7366604
original,3665842
original,2791338
original,3337031
original,8234025
original,3945123
original,4768026
original,4083501
original,4836161
original,1780248
original,6126664
original,7709824
original,4795817
original,2180019
original,779957
original,1913980
original,1507394
original,2979845
original,2712188
original,8642873
original,4713797
original,910913
original,2057017
original,653817
original,996433
original,2581505
original,6555851
original,4108949
original,6128420
original,4876691
original,4674071
original,4203887
original,7138512
original,9886458
original,4036480
original,7567476
original,9335411
original,3486444
original,7163357
original,5509165
original,4873014
original,468298
original,4330453
original,570303
original,9377259
original,5170988
original,3317657
original,3336640
original,5000738
original,2660891
original,6995919
original,4616167
original,8947727
original,5998544
original,2342094
original,2192271
original,2845376
original,3956558
original,5236441
original,3731570
original,6342211
original,9590596
original,5831052
original,9978954
original,7939174
original,3254449
original,8994006
original,4307910
original,9976122
original,3322918
original,5271810
original,4935371
original,260102
original,5516825
original,5818528
original,8214372
original,8536239
original,1343054
original,3159016
original,1726334
original,3353030
original,1847199
original,1638004
original,1729187
original,4461595
original,5817676
original,3460096
original,1330363
original,3446839
original,3113506
original,8167197
original,1561014
original,4589369
original,6621778
original,7531844
original,3257983
original,6902066
original,6073877
original,8033651
original,751972
original,8648035
original,3631171
original,7973155
original,4976820
original,3743185
original,9102869
original,5768212
original,24363
original,8783406
original,2045990
original,5178652
original,1385049
original,5567248
original,1498447
original,1545288
original,8182320
original,1595123
original,9337741
original,8839008
original,5264482
original,6130158
original,1391538
original,7219155
original,6817281
original,6701810
original,4107560
original,6993018
original,171236
original,3010129
original,89743
original,7426187
original,4112924
original,1955206
original,1138422
original,758795
original,7632738
original,1764688
original,2957817
original,239647
original,4514153
original,6098915
original,3772515
original,2942609
original,8158781
original,8813240
original,1572732
original,9898445
original,8016792
original,2740855
original,9880233
original,3340444
original,3750222
original,1380188
original,7530577
original,3060465
original,6723000
original,7770032
original,2818767
original,7864394
original,5864049
original,9850941
original,8958825
original,8511807
original,5531052
original,6321001
original,424190
original,6743571
original,3472696
original,2120677
original,2597979
original,7524132
original,8294919
original,2104417
original,9197803
original,5449604
original,898628
original,3761054
original,2396716
original,9458242
original,9734257
original,9390283
original,2057244
original,2707929
original,4272513
original,3928125
original,4125186
original,3338669
original,9012760
original,8302258
original,7738667
original,4360866
original,2304310
original,976264
original,8323880
original,7299243
original,3928094
original,5795886
original,6531423
original,2790353
original,5185356
original,2465849
original,2933865
original,6667051
original,7587145
original,6030079
original,8970922
original,6147454
original,7907288
original,2505700
original,145693
original,1649734
original,9299397
original,885621
original,561548
original,8063001
original,9093432
original,4379845
original,7150265
original,1703728
original,4762315
original,3377136
original,468451
original,4777830
original,259425
original,8899217
original,7604323
original,6259635
original,4494893
original,9019066
original,1968093
original,2444913
original,6504938
original,7131390
original,3787132
original,3809821
original,9184519
original,8817518
original,4037746
original,81171
original,2183448
original,1189138
original,2249476
original,2759374
original,9840850
original,3463894
original,783258
original,1896999
original,2852889
original,7297050
original,9749181
original,7371858
original,1761201
original,2337180
original,3485862
original,1400507
original,4235040
original,5529554
original,7518162
original,7676431
original,2757398
original,388742
original,9031519
original,676935
original,7793604
original,401072
original,6722841
original,2095637
original,2788302
original,7843227
original,5581472
original,9344618
original,9131872
original,8269841
original,4859633
original,4468852
original,7742237
original,6749977
original,419503
original,6488000
original,7586544
original,8318849
original,7608965
original,158253
original,9058353
original,8209061
original,3211369
original,1659537
original,1279898
original,2364840
original,771143
original,6697947
original,3906377
original,1461433
original,3348549
original,9714933
original,7753638
original,5580427
original,1576845
original,988722
original,2037398
original,3527110
original,4289639
original,6398897
original,1065560
original,7989900
original,7189204
original,6707432
original,8349065
original,2754036
original,6934198
original,7389434
original,91656
original,2162766
original,353153
original,6724504
original,3453708
original,4101153
original,987938
original,7074533
original,9370622
original,3801065
original,862839
original,1064367
original,9495231
original,234898
original,461122
original,675025
original,4264550
original,7536968
original,5477835
original,1605752
original,807040
original,6634586
original,4132443
original,5232190
original,7920337
original,2154828
original,5778728
original,5293348
original,9421996
original,2784975
original,8371223
original,8840597
original,9208163
original,4859382
original,4912301
original,8126492
original,3077026
original,148469
original,4170555
original,516394
original,2090825
original,8908720
original,3290303
original,7415871
original,8090433
original,2418853
original,5244786
original,7249127
original,8920857
original,7197177
original,4384077
original,1129775
original,8125248
original,2196916
original,6241602
original,1170933
original,1391449
original,2518929
original,6604168
original,859734
original,5207188
original,8242580
original,1872154
original,7904617
original,913605
original,3009526
original,9899007
original,8405547
original,2032656
original,6490750
original,7221626
original,6353575
original,6982137
original,3289986
original,5652555
original,5198054
original,9656011
original,9704385
original,7269623
original,1854165
